id,sales
3000888,3.659305557672353
3000889,0.0
3000890,2.282570754735012
3000891,2388.914708232995
3000892,0.0
3000893,380.4220946404249
3000894,15.786975727860517
3000895,828.8967644768636
3000896,745.5060475736533
3000897,141.6377452206328
3000898,133.40147485968114
3000899,133.23829617480874
3000900,2635.7235550454325
3000901,20.146590529227264
3000902,1.740732424403747
3000903,31.803020023858057
3000904,13.740119076547918
3000905,0.5012649253669145
3000906,224.96058120020223
3000907,17.907234011872003
3000908,23.334194535248887
3000909,5.423986864326488
3000910,86.03479718981278
3000911,5.858364865239191
3000912,269.5036306193297
3000913,179.02008783749184
3000914,5.06385428337528
3000915,10.131502109450569
3000916,314.6097268357169
3000917,64.26003243631911
3000918,3969.3992767957634
3000919,0.0
3000920,32.64792540265097
3000921,3.5782791176916
3000922,0.0
3000923,1.622295690981591
3000924,1350.1426401653578
3000925,0.0
3000926,105.44999122514366
3000927,3.579031050159328
3000928,827.4695759377728
3000929,425.6252157968669
3000930,248.5164363678004
3000931,47.99700279461885
3000932,32.105799783064484
3000933,2291.2199251395305
3000934,2.6913955708316326
3000935,0.0
3000936,9.759415113920411
3000937,9.857202345091798
3000938,0.0
3000939,174.61554330090556
3000940,2.649542559571772
3000941,0.0
3000942,3.028368009613576
3000943,8.601292823230645
3000944,0.0
3000945,203.8945292907888
3000946,168.3873435149201
3000947,0.0
3000948,2.849085297787944
3000949,139.15209675222363
3000950,34.502651526857534
3000951,269.00018935492864
3000952,0.0
3000953,2.708416379414206
3000954,4.968854178213998
3000955,0.0
3000956,2.856145847673862
3000957,3670.2448747138974
3000958,0.0
3000959,650.1797882690469
3000960,14.596236839206329
3000961,1625.5826088252545
3000962,617.5689173935676
3000963,502.1268255576284
3000964,181.6480905634673
3000965,101.28767109400256
3000966,6386.314774653614
3000967,18.96349278094988
3000968,0.0
3000969,31.951166148290948
3000970,20.98863502119213
3000971,0.0
3000972,490.3424593452938
3000973,5.7529410748180005
3000974,1.5
3000975,13.249439019443166
3000976,58.08066525795303
3000977,0.0
3000978,597.0068672998638
3000979,318.9233419904135
3000980,0.0
3000981,15.834982228540689
3000982,432.90466733656285
3000983,102.9266348860599
3000984,1335.8831430088394
3000985,23.42547988282503
3000986,14.708056830707212
3000987,6.889976009522931
3000988,0.0
3000989,1.5
3000990,1561.0051673991738
3000991,0.0
3000992,198.0691603921608
3000993,9.13568346196022
3000994,1180.8222735516108
3000995,495.1760216834777
3000996,184.84370090077303
3000997,71.1606180273778
3000998,40.56714203911271
3000999,2914.765167589448
3001000,9.721017884095795
3001001,1.667596191356335
3001002,13.886507422530014
3001003,20.357220257429592
3001004,0.0
3001005,166.76064680495244
3001006,0.0
3001007,0.0
3001008,6.092837344204308
3001009,26.8406140735042
3001010,0.0
3001011,140.34777141612363
3001012,170.87381884247756
3001013,0.0
3001014,5.931472027370413
3001015,161.5386206466698
3001016,38.53060937901275
3001017,372.0095315948802
3001018,0.0
3001019,2.572473486674355
3001020,5.71189560940739
3001021,0.0
3001022,4.5739619138764125
3001023,1698.5383388065095
3001024,0.0
3001025,173.45268677110377
3001026,5.976950750141801
3001027,699.5798870563914
3001028,315.8597163619327
3001029,138.20194390486785
3001030,67.67452119567334
3001031,31.922360308386693
3001032,2622.183798022075
3001033,13.327743663348354
3001034,0.0
3001035,9.24924945429102
3001036,11.640253823346958
3001037,0.0
3001038,144.46573579665537
3001039,2.108001491476244
3001040,0.0
3001041,4.275445865870654
3001042,42.14202461802411
3001043,0.0
3001044,146.1555498344888
3001045,192.4804339016576
3001046,0.0
3001047,5.701825580222604
3001048,61.966847760144326
3001049,24.570637530816743
3001050,196.58051173978592
3001051,0.0
3001052,1.5
3001053,4.5
3001054,0.0
3001055,2.042331942897526
3001056,2060.5460050969623
3001057,0.0
3001058,173.26892600479425
3001059,10.140838584705476
3001060,1346.7136036495067
3001061,456.9856462412292
3001062,241.9019724189133
3001063,33.26543523950258
3001064,52.41206606839563
3001065,3363.1764510935445
3001066,4.758696097858886
3001067,0.0
3001068,11.752815096158384
3001069,20.38728913585815
3001070,0.0
3001071,195.6103371777669
3001072,0.0
3001073,0.0
3001074,4.005449826091378
3001075,14.415572348535862
3001076,0.0
3001077,157.86391886757278
3001078,235.9615535827344
3001079,0.0
3001080,7.640691420816124
3001081,90.34662507403178
3001082,100.39748152848604
3001083,424.7114562773207
3001084,0.0
3001085,5.062031542387327
3001086,3.8600726642285625
3001087,0.0
3001088,2.9344969671503214
3001089,1848.9038158309493
3001090,0.0
3001091,141.91377294098837
3001092,5.177627542006527
3001093,815.4740728401362
3001094,369.69880009787965
3001095,204.48260180132584
3001096,94.43109392786026
3001097,58.52476654385643
3001098,2877.4965948092167
3001099,8.37955703355138
3001100,1.4638247593745155
3001101,14.992734665267845
3001102,19.799406468782163
3001103,0.1603542807127466
3001104,223.70245126112783
3001105,8.288743351183989
3001106,0.0
3001107,6.0
3001108,23.552006661914653
3001109,0.0
3001110,140.7252122359382
3001111,169.69519876997694
3001112,0.0
3001113,5.300881457940337
3001114,104.4525755446902
3001115,47.8731190562917
3001116,549.844297174169
3001117,0.0
3001118,5.775328564594333
3001119,5.055393399302008
3001120,0.0
3001121,3.030983573080689
3001122,1484.349045968588
3001123,0.0
3001124,159.6769234335404
3001125,4.120616428901038
3001126,973.6171374422262
3001127,266.60846271149563
3001128,156.912253830938
3001129,121.26690480407744
3001130,31.657725922545893
3001131,2266.2009805937764
3001132,11.869875933785163
3001133,0.0
3001134,14.878566162043684
3001135,13.53251246083874
3001136,0.4120468978643746
3001137,143.06968354063974
3001138,0.0
3001139,0.0
3001140,2.12119721075531
3001141,45.222101215052255
3001142,0.0
3001143,61.46562648817447
3001144,125.64774764683492
3001145,0.0
3001146,2.9633425964599374
3001147,78.02199717979273
3001148,36.03222471827509
3001149,468.6629000801298
3001150,0.0
3001151,2.8689379699188424
3001152,4.8545024628123175
3001153,0.0
3001154,1.7538082926155223
3001155,2612.8385421465423
3001156,0.0
3001157,298.4126181156704
3001158,4.751279181225449
3001159,945.5969386080656
3001160,1042.6697309791914
3001161,453.8877303397063
3001162,122.3991238426722
3001163,77.60683328534415
3001164,3989.74300161414
3001165,14.73488915822858
3001166,0.0
3001167,30.60820200504783
3001168,24.723049186393336
3001169,0.0
3001170,276.19546414867943
3001171,0.0
3001172,0.0
3001173,6.149130146225906
3001174,27.42552129477533
3001175,0.0
3001176,244.28381980485133
3001177,268.1938105570549
3001178,0.0
3001179,9.03362595752175
3001180,321.1174641789873
3001181,54.43832104723751
3001182,1159.9298673928322
3001183,0.0
3001184,11.00134038840874
3001185,2.770350288757448
3001186,0.0
3001187,2.514561053331388
3001188,1965.7203558791632
3001189,0.0
3001190,465.454656936462
3001191,1.8718236626265408
3001192,459.1204400188124
3001193,607.8879081680551
3001194,181.2468026940206
3001195,158.39499243175072
3001196,33.93518926034578
3001197,2676.62329167128
3001198,14.751301702319733
3001199,0.3710715442488575
3001200,17.70569135865994
3001201,21.42522656176941
3001202,0.1822856799801685
3001203,174.8159745673138
3001204,8.881259552998463
3001205,3.492985138616465
3001206,6.816638430058334
3001207,51.57437855393198
3001208,0.0
3001209,72.51219549553788
3001210,128.80878963255506
3001211,0.0
3001212,7.10681026165134
3001213,143.03262801186452
3001214,58.46567147633846
3001215,1118.126581041792
3001216,0.0
3001217,11.668925891675888
3001218,5.435791804721551
3001219,0.0
3001220,2.4217080534476385
3001221,2367.72280361036
3001222,0.0
3001223,154.80888397862662
3001224,6.8674807173324215
3001225,744.6887800439791
3001226,322.9165681580931
3001227,253.469037891203
3001228,38.62393741541764
3001229,57.972073327181626
3001230,2969.724704403809
3001231,8.120303095810723
3001232,2.0452262802597705
3001233,14.73540435001581
3001234,22.64218729734858
3001235,0.0
3001236,170.03474144804085
3001237,9.425846216628251
3001238,0.0
3001239,3.13401474667849
3001240,23.92836437666059
3001241,0.0
3001242,137.63344298057842
3001243,172.0653909859955
3001244,0.0
3001245,5.044422182199085
3001246,95.27446082499404
3001247,20.72260534797933
3001248,358.22198793248265
3001249,0.0
3001250,2.216787103783003
3001251,5.479548719671827
3001252,0.0
3001253,8.43534307883561
3001254,2658.9455517824017
3001255,0.0
3001256,606.6613821184717
3001257,12.394042020888596
3001258,870.4014520228942
3001259,709.5327055085975
3001260,187.5770242692917
3001261,147.88625140912222
3001262,146.66040878174277
3001263,4536.713821861091
3001264,36.92724079956439
3001265,1.9139906941358056
3001266,27.59122670383952
3001267,39.1707546243303
3001268,0.0
3001269,215.57683849703963
3001270,24.18080593345616
3001271,15.939743024655638
3001272,5.593313707392246
3001273,55.64072593320489
3001274,7.339913089483922
3001275,426.25539529500367
3001276,241.81783219631689
3001277,10.985697786532784
3001278,8.562996015143778
3001279,393.3764359666864
3001280,117.72912767829509
3001281,3215.235301586875
3001282,0.0
3001283,36.72463887706795
3001284,6.879310093404562
3001285,0.0
3001286,4.434104778002871
3001287,3063.68438329447
3001288,0.0
3001289,442.6448821966482
3001290,0.0
3001291,1909.7148920728448
3001292,927.7300861095284
3001293,478.13812517179247
3001294,66.04848959594227
3001295,94.1474271826152
3001296,4687.477554796644
3001297,11.012289585673267
3001298,0.0
3001299,18.67220445927808
3001300,10.694928395882863
3001301,0.0
3001302,0.0
3001303,0.0
3001304,0.0
3001305,0.0
3001306,0.0
3001307,0.0
3001308,315.7496270717264
3001309,291.5684247883049
3001310,0.0
3001311,0.0
3001312,205.44556203219545
3001313,60.69751268991176
3001314,0.0
3001315,0.0
3001316,12.228795369304812
3001317,0.0
3001318,0.0
3001319,0.0
3001320,0.0
3001321,0.0
3001322,0.0
3001323,0.0
3001324,0.0
3001325,0.0
3001326,0.0
3001327,0.0
3001328,0.0
3001329,0.0
3001330,0.0
3001331,0.0
3001332,0.0
3001333,0.0
3001334,0.0
3001335,0.0
3001336,0.0
3001337,0.0
3001338,0.0
3001339,0.0
3001340,0.0
3001341,0.0
3001342,0.0
3001343,0.0
3001344,0.0
3001345,0.0
3001346,0.0
3001347,0.0
3001348,0.0
3001349,0.0
3001350,0.0
3001351,0.0
3001352,0.0
3001353,0.0
3001354,0.0
3001355,0.0
3001356,0.0
3001357,0.0
3001358,0.0
3001359,0.0
3001360,0.0
3001361,0.0
3001362,0.0
3001363,0.0
3001364,0.0
3001365,0.0
3001366,0.0
3001367,0.0
3001368,0.0
3001369,0.0
3001370,0.0
3001371,0.0
3001372,0.0
3001373,0.0
3001374,0.0
3001375,0.0
3001376,0.0
3001377,0.0
3001378,0.0
3001379,0.0
3001380,0.0
3001381,0.0
3001382,0.0
3001383,3.0259890148132293
3001384,0.0
3001385,4.1186447583575
3001386,1415.3322106580194
3001387,0.0
3001388,268.54856652257524
3001389,7.807682216473907
3001390,616.6995849156136
3001391,475.2745982989652
